"ID","biter_ID","SS","SS_uncert","biter_SS","biter_SS_uncert","Serial_Interval"
3856,3857,2008-11-13,0,2008-10-21,0,23
3858,3857,2008-11-28,0,2008-10-21,0,38
3862,3857,2008-11-14,0,2008-10-21,0,24
3863,3857,2008-11-05,7,2008-10-21,0,15
388,380,2003-12-15,28,2003-11-15,7,30
3884,3885,2008-12-11,0,2008-11-09,0,32
3890,3891,2008-04-15,7,2008-04-05,7,10
3908,3842,2009-01-09,0,2008-12-04,0,36
3909,3842,2009-01-03,0,2008-12-04,0,30
3932,3623,2008-08-13,0,2008-04-05,0,130
3933,3932,2008-09-05,0,2008-08-13,0,23
3944,3943,2005-06-25,7,2005-06-15,7,10
3977,3976,2009-03-08,0,2009-03-04,0,4
3978,3976,2009-03-07,0,2009-03-04,0,3
4,1,2003-06-02,0,2003-05-30,0,3
400,401,2003-08-30,0,2003-08-15,28,15
4018,4017,2008-05-25,7,2008-05-05,7,20
4031,4030,2007-11-25,7,2007-11-22,0,3
4033,4030,2007-11-25,7,2007-11-22,0,3
4034,4030,2007-11-25,7,2007-11-22,0,3
4045,4043,2005-06-25,7,2005-06-05,7,20
4046,4045,2005-06-25,7,2005-06-25,7,0.5
4047,4045,2005-07-05,7,2005-06-25,7,10
4054,4055,2007-01-15,28,2007-01-15,28,0.5
4058,4045,2005-07-05,7,2005-06-25,7,10
4066,4064,2009-05-15,7,2009-04-15,7,30
4067,4064,2009-05-15,7,2009-04-15,7,30
4071,4047,2005-07-25,7,2005-07-05,7,20
4072,4047,2005-07-25,7,2005-07-05,7,20
4080,4079,2007-10-25,7,2007-10-15,7,10
4081,4079,2007-10-25,7,2007-10-15,7,10
4082,4079,2007-10-25,7,2007-10-15,7,10
4085,4086,2009-02-11,0,2009-01-25,7,17
4090,4091,2006-09-15,28,2006-08-15,28,31
4092,4093,2008-12-15,7,2008-11-25,7,20
4117,4118,2009-11-17,0,2009-11-05,7,12
4120,4121,2009-11-03,0,2009-10-05,7,29
4145,4147,2009-12-19,0,2009-11-15,7,34
4161,4159,2010-04-05,7,2010-04-01,0,4
4163,4159,2010-04-05,7,2010-04-01,0,4
4191,4190,2008-12-15,28,2008-12-15,28,0.5
4201,4202,2007-04-07,7,2007-04-05,7,2
4223,4225,2009-11-15,28,2009-10-15,28,31
4224,4225,2009-11-15,28,2009-10-15,28,31
4225,4231,2009-10-15,28,2009-09-12,7,33
4226,4231,2009-10-15,28,2009-09-12,7,33
4227,4231,2009-10-15,28,2009-09-12,7,33
4228,4231,2009-10-15,28,2009-09-12,7,33
4229,4231,2009-10-15,28,2009-09-12,7,33
4230,4231,2009-10-15,28,2009-09-12,7,33
4233,4231,2009-10-18,14,2009-09-12,7,36
4238,4237,2009-02-15,7,2009-01-25,7,21
4239,4238,2009-02-15,7,2009-02-15,7,0.5
4240,4238,2009-02-15,7,2009-02-15,7,0.5
4241,4239,2009-03-15,7,2009-02-15,7,28
4242,4239,2009-03-15,7,2009-02-15,7,28
4246,4239,2009-03-05,7,2009-02-15,7,18
4247,4239,2009-02-25,7,2009-02-15,7,10
4261,4259,2010-05-15,7,2010-04-25,7,20
4262,4259,2010-05-15,7,2010-04-25,7,20
4264,4263,2010-05-15,28,2010-05-15,28,0.5
4266,4263,2010-05-15,28,2010-05-15,28,0.5
4267,4263,2010-05-15,28,2010-05-15,28,0.5
4269,4270,2010-05-10,0,2010-03-15,7,56
4271,4270,2010-05-10,0,2010-03-15,7,56
4287,4288,2010-06-20,0,2010-06-06,7,14
43,42,2003-06-25,7,2003-05-02,0,54
4320,4319,2008-12-05,7,2008-12-05,7,0.5
4329,4330,2008-11-25,7,2008-11-05,7,20
453,455,2003-09-13,0,2003-08-15,7,29
4532,4531,2010-09-06,0,2010-08-05,7,32
4551,4550,2010-10-04,0,2010-09-06,0,28
4559,4550,2010-10-01,0,2010-09-06,0,25
456,457,2004-01-25,7,2004-01-14,0,11
4565,4563,2010-10-03,0,2010-09-05,7,28
4601,4600,2010-09-15,7,2010-09-05,7,10
4609,4607,2010-03-25,7,2010-03-15,7,10
4611,4610,2010-08-25,7,2010-08-05,7,20
4621,4620,2010-09-26,0,2010-09-09,0,17
4637,4636,2010-11-01,0,2010-10-05,7,27
4645,4644,2010-10-22,0,2010-10-11,7,11
4670,4669,2010-07-15,7,2010-07-05,7,10
4671,4669,2010-07-15,7,2010-07-05,7,10
4677,4676,2010-09-25,7,2010-09-16,0,9
4688,4687,2010-12-15,7,2010-11-22,0,23
4695,4694,2010-08-27,0,2010-08-15,7,12
4696,4694,2010-11-05,7,2010-08-15,7,82
4698,4697,2010-11-25,7,2010-08-25,7,92
4699,4697,2010-10-05,7,2010-08-25,7,41
4700,4705,2010-09-02,0,2010-06-15,28,79
471,474,2004-01-04,0,2003-12-28,0,7
4713,4716,2010-09-04,0,2010-08-24,0,11
477,238,2003-11-25,0,2003-09-03,0,83
4797,4796,2010-11-25,7,2010-10-31,7,25
4798,4796,2010-11-05,7,2010-10-31,7,5
4799,4796,2010-11-13,7,2010-10-31,7,13
4809,4819,2010-10-23,0,2010-09-15,7,38
4815,4809,2010-11-15,7,2010-10-23,0,23
4816,4809,2010-11-15,7,2010-10-23,0,23
4822,4823,2010-08-06,0,2010-08-03,7,3
4829,4592,2010-11-05,7,2010-10-18,0,18
4838,4837,2010-11-16,0,2010-09-25,7,52
484,483,2003-09-15,28,2003-08-15,28,31
4846,4841,2010-12-05,7,2010-11-03,0,32
4858,4853,2010-12-05,7,2010-11-22,0,13
486,485,2004-02-04,0,2004-01-25,7,10
4894,4896,2011-01-05,7,2010-12-18,0,18
4895,4896,2011-01-05,7,2010-12-18,0,18
4912,4560,2010-10-23,0,2010-10-18,0,5
4922,4923,2011-01-07,0,2010-12-08,0,30
495,496,2004-02-24,0,2004-01-25,7,30
498,1179,2004-01-28,0,2004-01-14,0,14
504,505,2004-01-05,7,2003-12-25,7,11
509,508,2004-02-25,7,2004-02-15,7,10
5090,5084,2011-02-15,7,2011-01-15,7,31
510,508,2004-03-15,0,2004-02-15,7,29
5132,5134,2011-01-15,7,2010-12-25,7,21
5133,5134,2011-01-15,7,2010-12-25,7,21
514,519,2004-03-15,0,2004-02-15,7,29
5141,5136,2011-01-12,0,2011-01-10,0,2
5149,5148,2010-12-25,7,2010-12-15,7,10
515,517,2004-01-15,28,2003-12-25,0,21
515,516,2004-01-15,28,2003-11-05,7,71
5150,5148,2010-12-25,7,2010-12-15,7,10
5151,5148,2010-12-25,7,2010-12-15,7,10
517,516,2003-12-25,0,2003-11-05,7,50
5170,5171,2010-12-10,0,2010-12-02,0,8
518,517,2004-01-24,0,2003-12-25,0,30
519,517,2004-02-15,7,2003-12-25,0,52
5256,5257,2011-05-11,0,2011-04-19,7,22
526,514,2004-03-15,0,2004-03-15,0,0.5
526,517,2004-03-15,0,2003-12-25,0,81
5266,5267,2011-05-17,0,2011-04-22,0,25
5268,5269,2011-05-01,0,2011-04-26,0,5
5271,5865,2011-05-22,0,2011-04-05,0,47
5275,5276,2011-06-05,0,2011-05-31,0,5
5284,5285,2011-06-17,0,2011-06-05,7,12
5287,5288,2011-03-31,0,2011-03-15,7,16
532,530,2004-01-11,0,2004-01-09,0,2
5321,5320,2011-06-28,0,2011-05-27,0,32
5327,5328,2011-08-12,0,2011-07-23,0,20
5329,5330,2011-07-23,0,2011-07-20,0,3
533,530,2004-03-16,0,2004-01-09,0,67
533,532,2004-03-16,0,2004-01-11,0,65
535,530,2004-03-06,0,2004-01-09,0,57
5360,5361,2011-08-19,0,2011-08-15,7,4
5362,6834,2011-09-02,0,2011-06-26,0,68
5371,5372,2011-09-28,0,2011-09-15,7,13
5384,5385,2011-09-05,7,2011-09-05,7,0.5
5386,5387,2011-10-14,0,2011-09-05,0,39
5391,5392,2011-10-03,0,2011-09-15,7,18
5393,5391,2011-10-29,0,2011-10-03,0,26
5442,5441,2010-12-25,7,2010-12-15,7,10
5443,5441,2010-12-25,7,2010-12-15,7,10
5457,5456,2011-02-25,7,2011-02-05,7,20
5462,5461,2010-12-25,7,2010-11-25,7,30
5483,5478,2011-02-15,7,2011-02-05,0,10
5546,5544,2010-11-25,7,2010-11-15,7,10
5548,5590,2011-01-25,0,2010-11-25,7,61
5550,5548,2011-02-25,7,2011-01-25,0,31
5560,5548,2011-02-25,0,2011-01-25,0,31
5561,5548,2011-02-05,7,2011-01-25,0,11
5584,5548,2011-02-05,7,2011-01-25,0,11
5585,5548,2011-02-05,7,2011-01-25,0,11
5593,5592,2011-03-05,0,2011-02-15,7,18
5595,5594,2011-01-25,7,2011-01-15,7,10
5600,5595,2011-02-05,7,2011-01-25,7,11
5606,5609,2011-03-25,7,2011-03-05,7,20
5617,5623,2010-12-15,7,2010-12-05,7,10
5620,5622,2010-12-15,7,2010-11-05,7,40
5621,5622,2011-03-05,7,2010-11-05,7,120
5625,5624,2011-03-25,7,2011-03-15,7,10
5636,5635,2011-03-25,7,2011-03-15,7,10
5653,5652,2011-03-15,7,2011-02-25,7,18
5654,5652,2011-03-15,7,2011-02-25,7,18
5656,5652,2011-03-25,7,2011-02-25,7,28
5669,5668,2011-05-03,0,2011-03-05,7,59
5678,5677,2011-01-25,7,2011-01-15,7,10
5679,5677,2011-01-25,7,2011-01-15,7,10
5685,5684,2011-04-15,7,2011-04-05,7,10
5716,5718,2011-04-30,0,2011-04-17,0,13
5741,5743,2010-08-05,7,2010-07-25,7,11
5742,5741,2010-08-25,7,2010-08-05,7,20
5744,5743,2010-07-25,7,2010-07-25,7,0.5
5755,5746,2011-03-25,7,2011-03-11,0,14
5767,5763,2010-10-25,7,2010-10-12,0,13
5768,5763,2010-10-25,7,2010-10-12,0,13
5770,5763,2010-10-25,7,2010-10-12,0,13
5772,5771,2011-02-15,7,2011-01-15,7,31
5773,5771,2011-02-15,7,2011-01-15,7,31
5779,5778,2011-01-25,7,2011-01-05,7,20
5781,5780,2011-01-15,7,2011-01-15,7,0.5
5787,5786,2011-01-15,7,2011-01-15,7,0.5
5796,5781,2011-02-05,7,2011-01-15,7,21
58,17,2003-01-04,0,2002-12-27,0,8
5803,5802,2011-05-08,0,2011-05-04,0,4
5805,5804,2011-04-25,7,2011-04-19,0,6
5815,5802,2011-05-08,0,2011-05-04,0,4
5834,5833,2011-04-05,7,2011-03-11,0,25
5841,5668,2011-05-04,0,2011-03-05,7,60
5850,5851,2011-05-09,0,2011-04-15,7,24
5854,5853,2011-05-15,7,2011-05-05,0,10
5869,5865,2011-05-17,0,2011-04-05,0,42
5906,5904,2011-05-25,7,2011-05-20,0,5
5907,5904,2011-05-25,7,2011-05-20,0,5
5923,5921,2011-05-18,0,2011-04-25,7,23
5930,5921,2011-05-05,7,2011-04-25,7,10
5942,5936,2011-01-25,7,2011-01-05,7,20
5944,6088,2011-04-05,7,2011-01-05,0,90
5955,5985,2011-05-19,0,2011-04-15,7,34
5988,6004,2011-05-21,0,2011-05-05,7,16
6013,6004,2011-05-25,7,2011-05-05,7,20
6040,5276,2011-06-04,0,2011-05-31,0,4
6040,6041,2011-06-04,0,2011-05-15,7,20
6059,6058,2011-06-05,0,2011-05-25,7,11
6104,6103,2011-04-25,7,2011-04-05,7,20
6107,6103,2011-04-25,7,2011-04-05,7,20
6109,6103,2011-05-15,7,2011-04-05,7,40
6110,6109,2011-05-25,7,2011-05-15,7,10
6111,6109,2011-05-25,7,2011-05-15,7,10
6112,6109,2011-05-25,7,2011-05-15,7,10
6116,6109,2011-06-05,7,2011-05-15,7,21
6117,6109,2011-06-05,7,2011-05-15,7,21
6118,6109,2011-06-05,7,2011-05-15,7,21
6137,6136,2011-05-23,0,2011-05-16,0,7
6154,6157,2011-03-25,0,2011-03-05,7,20
624,625,2004-04-01,0,2004-03-25,0,7
626,630,2004-02-28,0,2004-02-05,7,23
627,626,2004-03-25,0,2004-02-28,0,26
628,626,2004-03-26,0,2004-02-28,0,27
63,61,2003-07-22,0,2003-07-09,0,13
633,636,2004-06-10,0,2004-06-05,7,5
6421,6419,2011-09-15,28,2011-08-14,0,32
664,665,2004-04-05,7,2004-03-25,7,11
667,666,2004-06-25,7,2004-06-05,7,20
668,666,2004-06-25,7,2004-06-05,7,20
670,669,2004-04-25,7,2004-03-15,28,41
6702,5391,2011-10-29,0,2011-10-03,0,26
6703,5391,2011-11-01,0,2011-10-03,0,29
671,669,2004-04-25,7,2004-03-15,28,41
6728,6726,2011-12-16,0,2011-12-13,0,3
673,665,2004-07-02,0,2004-03-25,7,99
676,665,2004-04-25,7,2004-03-25,7,31
695,519,2004-04-05,7,2004-02-15,7,50
698,498,2004-02-15,7,2004-01-28,0,18
699,498,2004-02-25,7,2004-01-28,0,28
7,3,2003-07-12,0,2003-06-10,0,32
7128,7133,2012-04-08,0,2012-01-25,7,74
7079,7134,2012-04-09,0,2012-02-03,0,66
7117,7514,2012-07-19,0,2011-10-25,7,268
714,498,2004-03-15,28,2004-01-28,0,47
715,498,2004-03-15,28,2004-01-28,0,47
7186,7187,2012-04-29,0,2012-01-25,7,95
719,262,2003-12-15,7,2003-11-30,0,15
720,262,2003-12-21,0,2003-11-30,0,21
7200,7201,2012-04-29,0,2012-01-10,14,110
7213,7214,2012-05-06,0,2012-03-15,7,52
7236,7237,2012-05-17,0,2012-05-11,0,6
7237,7285,2012-05-11,0,2012-04-15,0,26
726,728,2003-11-15,7,2003-11-05,7,10
7268,7269,2012-03-30,0,2012-02-15,7,44
727,728,2003-11-15,7,2003-11-05,7,10
730,33,2004-02-15,28,2003-06-20,0,240
75,44,2003-07-05,7,2003-06-05,7,30
753,754,2004-04-05,0,2004-04-01,7,4
753,8051,2004-04-05,0,2004-02-05,7,60
755,754,2004-04-15,7,2004-04-01,7,14
756,754,2004-04-15,7,2004-04-01,7,14
758,782,2004-05-05,7,2004-04-15,0,20
780,758,2004-05-15,7,2004-05-05,7,10
781,782,2004-07-29,0,2004-04-15,0,105
786,787,2004-04-03,0,2004-03-05,7,29
798,796,2004-06-28,0,2004-06-21,0,7
799,796,2004-06-25,7,2004-06-21,0,4
7990,7991,2013-02-01,0,2013-01-20,0,12
8,3,2003-07-10,0,2003-06-10,0,30
800,796,2004-06-25,7,2004-06-21,0,4
8050,4694,2010-09-05,7,2010-08-15,7,21
819,821,2004-06-12,0,2004-05-15,28,28
820,821,2004-06-12,0,2004-05-15,28,28
8222,8220,2013-07-15,28,2013-07-04,0,11
827,829,2004-06-05,7,2004-03-15,0,82
832,354,2004-01-15,7,2003-11-28,0,48
833,354,2004-01-15,7,2003-11-28,0,48
834,354,2004-01-15,7,2003-11-28,0,48
840,497,2004-08-06,0,2003-12-10,0,240
843,497,2004-01-05,7,2003-12-10,0,26
846,847,2004-08-11,0,2004-07-23,0,19
8460,8451,2013-02-28,0,2013-02-20,0,8
85,86,2003-08-16,0,2003-07-28,0,19
8568,8569,2013-01-08,0,2012-12-26,0,13
859,853,2004-06-05,7,2004-05-14,0,22
8671,8670,2013-10-21,0,2013-10-15,7,6
889,890,2004-08-06,0,2004-06-05,7,62
893,889,2004-10-05,7,2004-08-06,0,60
898,897,2004-07-15,7,2004-06-26,0,19
91,150,2003-08-02,0,2003-07-05,7,28
914,915,2004-06-25,7,2004-06-05,7,20
922,926,2004-08-02,0,2004-07-25,7,8
929,928,2002-04-06,0,2002-03-31,0,6
940,941,2004-07-26,0,2004-07-23,0,3
9474,9473,2014-06-29,0,2014-04-29,0,61
9483,9482,2014-06-06,0,2014-05-29,0,8
9486,9485,2014-05-28,0,2014-03-20,0,69
9488,9487,2014-05-21,0,2014-05-08,0,13
9491,9490,2014-09-24,0,2014-08-28,0,27
9493,9492,2014-09-07,0,2014-08-17,0,21
9501,9500,2014-07-26,0,2014-07-12,0,14
9504,8970,2014-05-20,0,2014-05-03,0,17
9508,9507,2014-05-18,0,2014-04-18,0,30
9529,9527,2014-09-20,0,2014-08-15,0,36
953,952,2004-08-05,7,2004-07-25,7,11
9542,9592,2014-05-23,0,2014-05-09,0,14
9550,9549,2014-09-17,0,2014-08-17,0,31
9552,9551,2014-10-05,7,2014-09-05,7,30
9556,9555,2014-11-03,0,2014-10-01,0,33
962,963,2004-02-08,0,2004-01-25,7,14
998,517,2004-02-25,7,2003-12-25,0,62
999,517,2004-02-15,28,2003-12-25,0,52
9831,9558,2014-11-01,0,2014-10-22,0,10
9832,9558,2014-11-07,0,2014-10-22,0,16
9842,9580,2014-11-02,0,2014-10-25,0,8
9858,9580,2014-11-30,0,2014-10-25,0,36
9859,9580,2014-11-07,0,2014-10-25,0,13
9868,9724,2015-04-16,0,2015-01-12,0,94
9886,9868,2015-04-23,0,2015-04-16,0,7
9898,9868,2015-05-03,0,2015-04-16,0,17
9914,9913,2015-06-06,0,2015-06-01,0,5
9919,9913,2015-06-21,0,2015-06-01,0,20
9920,9913,2015-06-28,0,2015-06-01,0,27
9935,9913,2015-06-10,0,2015-06-01,0,9
9939,9913,2015-06-17,0,2015-06-01,0,16
9940,9913,2015-06-07,0,2015-06-01,0,6
9944,9868,2015-06-24,0,2015-04-16,0,69
9978,9913,2015-06-07,0,2015-06-01,0,6
9998,9997,2015-08-26,0,2015-08-06,0,20
10017,10003,2015-07-04,0,2015-06-28,0,6
10022,10019,2015-07-23,0,2015-07-13,0,10
10060,10055,2015-06-17,0,2015-06-13,0,4
10061,10055,2015-09-16,0,2015-06-13,0,95
10062,10055,2015-06-25,0,2015-06-13,0,12
10067,10066,2015-01-25,0,2015-01-18,7,7
9746,9741,2015-01-07,0,2015-01-04,0,3
10099,10098,2014-12-30,0,2014-12-05,7,25
10100,10099,2015-02-28,0,2014-12-30,0,60
10110,10109,2015-02-15,7,2014-12-15,28,62
10127,10106,2015-05-22,0,2015-05-06,0,16
10129,10128,2015-03-30,0,2015-03-25,0,5
10131,10130,2015-03-16,0,2015-03-13,0,3
10133,10132,2015-03-21,0,2015-02-24,0,25
10145,10144,2015-03-31,0,2015-03-24,0,7
10154,10153,2015-06-13,0,2015-05-31,0,13
10160,10115,2015-05-20,0,2015-05-06,0,14
10182,10180,2015-02-09,0,2015-01-15,7,25
10219,10070,2015-10-09,0,2015-09-27,7,12
10213,10210,2015-07-16,0,2015-07-13,0,3
10225,10221,2015-09-19,0,2015-09-12,0,7
10229,10221,2015-10-03,7,2015-09-12,0,21
10301,10300,2015-08-04,0,2015-07-05,0,30
10293,10292,2015-12-22,0,2015-12-17,7,5
10291,10290,2015-12-29,0,2015-12-25,7,4
10304,10302,2016-01-25,0,2015-12-27,7,29
10404,10403,2016-02-01,0,2016-01-27,7,5
10435,10434,2015-10-29,0,2015-10-17,7,12
10436,10435,2015-11-13,0,2015-10-29,0,15
10520,10519,2016-05-12,7,2016-05-01,0,11
10516,10515,2016-05-14,0,2016-05-11,7,3
10511,10510,2015-12-23,7,2015-12-20,7,3
10442,10441,2015-08-07,0,2015-07-23,7,15
10443,10441,2015-08-10,0,2015-07-23,7,18
10445,10444,2015-11-17,0,2015-11-13,7,4
10441,10440,2015-07-23,7,2015-07-19,7,4
10466,10465,2016-04-02,7,2016-03-18,7,15
10618,10617,2016-06-27,0,2016-05-27,7,31
10558,10556,2016-03-09,7,2016-02-15,7,23
10647,10643,2015-11-07,0,2015-10-28,7,10
10573,10572,2016-03-10,7,2016-02-06,7,33
10570,10569,2016-02-15,7,2016-01-13,7,33
10656,10655,2016-04-18,0,2016-04-07,0,11
10669,10668,2016-06-10,0,2016-05-09,7,32
10675,10669,2016-06-16,7,2016-06-10,0,6
10688,10687,2016-07-13,0,2016-06-13,7,30
10686,10685,2015-08-21,7,2015-08-07,7,14
10753,10752,2015-12-05,0,2015-11-13,7,22
10706,10701,2015-10-27,7,2015-10-20,7,7
10707,10701,2015-11-02,7,2015-10-20,7,13
10712,10715,2016-05-24,7,2016-05-01,7,23
10874,10873,2017-03-27,0,2017-02-22,7,33
10875,10873,2017-03-28,0,2017-02-22,7,34
10876,10873,2017-04-05,0,2017-02-22,7,42
10889,10888,2017-03-31,0,2017-03-17,0,14
10902,10901,2017-05-27,0,2017-04-26,0,31
10903,10901,2017-05-01,0,2017-04-26,0,5
10923,10922,2016-12-09,0,2016-12-07,7,2
10907,10906,2017-04-11,0,2017-04-08,7,3
10920,10919,2016-11-02,0,2016-10-12,7,21
10935,10934,2015-11-17,0,2015-11-10,7,7
10942,10941,2017-09-22,7,2017-09-08,7,14
10980,10978,2017-10-26,0,2017-10-02,0,24
10993,10992,2017-09-12,7,2017-08-12,7,31
10994,10993,2017-09-27,0,2017-09-12,7,15
10990,10989,2017-11-24,0,2017-10-20,7,35
10986,10985,2018-01-18,0,2017-12-16,7,33
10997,10999,2018-02-26,0,2017-09-16,0,163
10998,10999,2018-02-23,0,2017-09-16,0,160
11010,11009,2018-05-22,0,2018-04-20,7,32
10974,10973,2018-04-14,0,2018-03-11,7,34
11078,11077,2019-06-19,0,2019-05-03,0,47
11083,11082,2019-03-03,7,2019-02-15,7,16
