"layer","cellID","Region","RegionID","District","DistrictID","Ward","WardID","Village","VillageID","VillCens","VillIDCens","PA","Urban"
1,31966,"Lindi",2,"Lindi Rural",22,"Longa",303,"Narwadi",2615,"Narwadi",2411,0,0
1,31967,"Lindi",2,"Lindi Rural",22,"Kiwalala",287,"Mandawa",46,"Mandawa",1595,0,0
1,31968,"Lindi",2,"Lindi Rural",22,"Kiwalala",287,"Mandawa",46,"Mandawa",1595,0,0
1,31969,"Lindi",2,"Lindi Rural",22,"Kiwalala",287,"Mahumbika",890,"Mahumbika",981,0,0
1,31970,"Lindi",2,"Lindi Rural",22,"Kiwalala",287,"Mahumbika",890,"Mahumbika",981,0,0
1,31971,"Lindi",2,"Lindi Rural",22,"Kiwalala",287,"Mahumbika",890,"Mahumbika",981,0,0
1,31972,"Lindi",2,"Lindi Rural",22,"Kiwalala",287,"Mahumbika",890,"Mahumbika",981,0,0
1,31973,"Lindi",2,"Lindi Rural",22,"Mnolela",289,"Namunda",362,"Namunda",1960,0,0
1,31974,"Lindi",2,"Lindi Rural",22,"Mnolela",289,"Namunda",362,"Namunda",1960,0,0
1,31975,"Lindi",2,"Lindi Rural",22,"Mnolela",289,"Namunda",362,"Namunda",1960,0,0
1,31976,"Lindi",2,"Lindi Rural",22,"Mnolela",289,"Simana",307,"Simana",24,0,0
1,31977,"Lindi",2,"Lindi Rural",22,"Mnolela",289,"Simana",307,"Simana",24,0,0
1,31978,"Lindi",2,"Lindi Rural",22,"Mnolela",289,"Simana",307,"Simana",24,0,0
1,31979,"Lindi",2,"Lindi Rural",22,"Mnolela",289,"Simana",307,"Simana",24,0,0
1,31980,"Lindi",2,"Lindi Rural",22,"Mnolela",289,"Simana",307,"Simana",24,0,0
1,31981,"Lindi",2,"Lindi Rural",22,"Navanga",288,"Nampunga",2285,"Nampunga",1492,0,0
1,31982,"Lindi",2,"Lindi Rural",22,"Navanga",288,"Nampunga",2285,"Nampunga",1492,0,0
1,31983,"Lindi",2,"Lindi Rural",22,"Navanga",288,"Navanga",310,"Navanga",2169,0,0
1,31984,"Lindi",2,"Lindi Rural",22,"Nachunyu",291,"Nachunyu",1949,"Nachunyu",903,0,0
1,31985,"Lindi",2,"Lindi Rural",22,"Nachunyu",291,"Nachunyu",1949,"Nachunyu",903,0,0
1,31986,"Lindi",2,"Lindi Rural",22,"Nachunyu",291,"Nachunyu",1949,"Nachunyu",903,0,0
1,31987,"Lindi",2,"Lindi Rural",22,"Nachunyu",291,"Nachunyu",1949,"Nachunyu",903,0,0
1,31988,"Lindi",2,"Lindi Rural",22,"Nachunyu",291,"Nachunyu",1949,"Nachunyu",903,0,0
1,31989,"Lindi",2,"Lindi Rural",22,"Sudi",290,"Kilimani",2545,"Kilimani",2243,0,0
1,31990,"Lindi",2,"Lindi Rural",22,"Sudi",290,"Kilimani",2545,"Kilimani",2243,0,0
1,31991,"Lindi",2,"Lindi Rural",22,"Sudi",290,"Kilimani",2545,"Kilimani",2243,0,0
1,31992,"Lindi",2,"Lindi Rural",22,"Sudi",290,"Sudi",2520,"Sudi",678,0,0
