"X","ID","Biter_ID","Freq","prop"
1124,77,86,4,0.008
1125,77,90,1172,2.344
1126,77,178,1,0.002
1127,77,181,1,0.002
1128,78,13,1,0.002
1129,78,22,5,0.01
1130,78,24,20,0.04
1131,78,27,20,0.04
1132,78,28,8517,17.034
1133,78,33,1,0.002
1134,78,34,33,0.066
1135,78,35,23,0.046
1136,78,36,32,0.064
1137,78,37,27,0.054
1138,78,38,20,0.04
1139,78,39,24,0.048
1140,78,40,34,0.068
1141,78,41,32,0.064
1142,78,66,30,0.06
1143,78,67,24422,48.844
1144,78,71,589,1.178
1145,78,72,2031,4.062
1146,78,74,214,0.428
1147,78,76,551,1.102
1148,78,77,116,0.232
1149,78,84,1771,3.542
1150,78,86,1874,3.748
1151,78,88,662,1.324
1152,78,90,16,0.032
1153,78,148,1,0.002
1154,78,171,1103,2.206
1155,78,173,3284,6.568
1156,78,175,4542,9.084
1157,78,178,2,0.004
1158,78,181,1,0.002
1159,78,182,2,0.004
1160,79,20,1,0.002
1161,79,22,1,0.002
1162,79,24,3,0.006
1163,79,27,5,0.01
1164,79,28,344,0.688
1165,79,32,1998,3.996
1166,79,33,1,0.002
1167,79,34,14,0.028
1168,79,35,9,0.018
1169,79,36,12,0.024
1170,79,37,13,0.026
1171,79,38,13,0.026
1172,79,39,10,0.02
1173,79,40,15,0.03
1174,79,41,21,0.042
1175,79,66,4,0.008
1176,79,67,37,0.074
1177,79,71,3,0.006
1178,79,72,2,0.004
1179,79,78,3396,6.792
1180,79,82,13120,26.24
1181,79,83,363,0.726
1182,79,84,8,0.016
1183,79,85,30488,60.976
1184,79,86,39,0.078
1185,79,88,77,0.154
1186,79,173,1,0.002
1187,79,175,1,0.002
1188,79,177,1,0.002
1189,66,33,48006,96.012
1190,66,149,29,0.058
1191,66,151,9,0.018
1192,66,158,16,0.032
1193,66,165,138,0.276
1194,66,180,46,0.092
1195,66,189,1753,3.506
1196,66,481,3,0.006
1197,80,9,1,0.002
1198,80,18,294,0.588
1199,80,21,1285,2.57
1200,80,24,2,0.004
1201,80,25,5,0.01
1202,80,26,6,0.012
1203,80,27,3,0.006
1204,80,28,44,0.088
1205,80,29,761,1.522
1206,80,30,285,0.57
1207,80,31,1219,2.438
1208,80,32,24,0.048
1209,80,33,3,0.006
1210,80,34,9,0.018
1211,80,35,9,0.018
1212,80,36,10,0.02
1213,80,37,8,0.016
1214,80,38,8,0.016
1215,80,39,4,0.008
1216,80,40,11,0.022
1217,80,41,12,0.024
1218,80,63,8,0.016
1219,80,64,2,0.004
1220,80,66,6,0.012
1221,80,67,7,0.014
1222,80,68,13,0.026
1223,80,71,4,0.008
1224,80,72,1,0.002
1225,80,73,120,0.24
1226,80,74,1,0.002
1227,80,75,5,0.01
1228,80,78,268,0.536
1229,80,79,1944,3.888
1230,80,81,1220,2.44
1231,80,82,326,0.652
1232,80,83,6,0.012
1233,80,84,6,0.012
1234,80,85,41,0.082
1235,80,86,26,0.052
1236,80,87,293,0.586
1237,80,88,11,0.022
1238,80,89,3629,7.258
1239,80,145,1,0.002
1240,80,154,1,0.002
1241,80,166,9121,18.242
1242,80,167,3,0.006
1243,80,168,360,0.72
1244,80,169,57,0.114
1245,80,170,17,0.034
1246,80,173,1,0.002
1247,80,175,1,0.002
1248,80,176,12,0.024
1249,80,186,1,0.002
1250,80,187,2,0.004
1251,80,188,27964,55.928
1252,80,477,55,0.11
1253,80,478,464,0.928
1254,82,27,1,0.002
1255,82,28,850,1.7
1256,82,34,25,0.05
1257,82,35,12,0.024
1258,82,36,13,0.026
1259,82,37,11,0.022
1260,82,38,18,0.036
1261,82,39,11,0.022
1262,82,40,17,0.034
1263,82,41,24,0.048
1264,82,66,2,0.004
1265,82,67,107,0.214
1266,82,71,14,0.028
1267,82,72,9,0.018
1268,82,74,2,0.004
1269,82,76,2,0.004
1270,82,78,48351,96.702
1271,82,84,113,0.226
1272,82,86,155,0.31
1273,82,88,182,0.364
1274,82,171,3,0.006
1275,82,173,25,0.05
1276,82,175,53,0.106
1277,81,11,1,0.002
1278,81,19,1,0.002
1279,81,28,18,0.036
1280,81,32,84,0.168
1281,81,34,3,0.006
1282,81,35,1,0.002
1283,81,36,6,0.012
1284,81,37,2,0.004
1285,81,38,7,0.014
1286,81,39,4,0.008
1287,81,40,6,0.012
1288,81,41,1,0.002
1289,81,67,8,0.016
1290,81,68,1488,2.976
1291,81,71,3,0.006
1292,81,78,341,0.682
1293,81,79,23276,46.552
1294,81,82,15109,30.218
1295,81,83,533,1.066
1296,81,84,24,0.048
1297,81,85,3284,6.568
1298,81,86,66,0.132
1299,81,88,7,0.014
1300,81,146,11,0.022
1301,81,167,4969,9.938
1302,81,172,744,1.488
1303,81,183,2,0.004
1304,81,189,1,0.002
1305,83,28,24,0.048
1306,83,34,1,0.002
1307,83,35,1,0.002
1308,83,36,1,0.002
1309,83,37,2,0.004
1310,83,38,1,0.002
1311,83,39,1,0.002
1312,83,41,1,0.002
1313,83,67,12,0.024
1314,83,71,18,0.036
1315,83,72,6,0.012
1316,83,74,1,0.002
1317,83,78,4304,8.608
1318,83,82,43887,87.774
1319,83,84,244,0.488
1320,83,86,253,0.506
1321,83,88,10,0.02
1322,83,148,7,0.014
1323,83,152,3,0.006
1324,83,164,1,0.002
1325,83,165,1,0.002
1326,83,171,8,0.016
1327,83,173,27,0.054
1328,83,175,268,0.536
1329,83,177,907,1.814
1330,83,178,1,0.002
1331,83,181,3,0.006
1332,83,182,5,0.01
1333,83,189,2,0.004
1334,84,33,1,0.002
1335,84,65,5,0.01
1336,84,66,6,0.012
1337,84,71,29861,59.722
1338,84,86,20048,40.096
1339,84,90,49,0.098
1340,84,165,8,0.016
1341,84,180,1,0.002
1342,84,189,21,0.042
1343,85,28,1,0.002
1344,85,32,20,0.04
1345,85,40,1,0.002
1346,85,67,129,0.258
1347,85,71,314,0.628
1348,85,72,42,0.084
1349,85,74,6,0.012
1350,85,76,1,0.002
1351,85,78,1546,3.092
1352,85,79,36851,73.702
1353,85,82,2115,4.23
1354,85,83,5268,10.536
1355,85,84,3021,6.042
1356,85,86,104,0.208
1357,85,88,1,0.002
1358,85,165,1,0.002
1359,85,171,59,0.118
1360,85,173,86,0.172
1361,85,175,218,0.436
1362,85,177,215,0.43
1363,85,178,1,0.002
1364,86,14,70,0.14
1365,86,17,8,0.016
1366,86,19,32,0.064
1367,86,33,16,0.032
1368,86,66,211,0.422
1369,86,71,48811,97.622
1370,86,149,7,0.014
1371,86,151,11,0.022
1372,86,155,88,0.176
1373,86,158,1,0.002
1374,86,165,216,0.432
1375,86,180,31,0.062
1376,86,189,498,0.996
1377,87,25,1,0.002
1378,87,26,6,0.012
1379,87,29,3081,6.162
1380,87,30,1238,2.476
1381,87,31,9207,18.414
1382,87,37,1,0.002
1383,87,63,19,0.038
1384,87,64,2,0.004
1385,87,67,20,0.04
1386,87,68,8296,16.592
1387,87,71,77,0.154
1388,87,72,8,0.016
1389,87,74,2,0.004
1390,87,75,1799,3.598
1391,87,77,1,0.002
1392,87,78,159,0.318
1393,87,79,207,0.414
1394,87,81,5842,11.684
1395,87,82,150,0.3
1396,87,83,139,0.278
1397,87,84,577,1.154
1398,87,85,16163,32.326
1399,87,86,29,0.058
1400,87,88,1,0.002
1401,87,146,1,0.002
1402,87,167,2591,5.182
1403,87,171,7,0.014
1404,87,172,345,0.69
1405,87,173,11,0.022
1406,87,175,12,0.024
1407,87,177,8,0.016
1408,88,12,114,0.228
1409,88,13,265,0.53
1410,88,14,185,0.37
1411,88,15,11354,22.708
1412,88,16,216,0.432
1413,88,17,354,0.708
1414,88,19,160,0.32
1415,88,22,2437,4.874
1416,88,23,1137,2.274
1417,88,24,3959,7.918
1418,88,27,1612,3.224
1419,88,33,30,0.06
1420,88,34,3478,6.956
1421,88,35,2970,5.94
1422,88,36,2945,5.89
1423,88,37,3156,6.312
1424,88,38,3020,6.04
1425,88,39,3286,6.572
1426,88,40,4464,8.928
1427,88,41,4754,9.508
1428,88,65,8,0.016
1429,88,66,2,0.004
1430,88,67,82,0.164
1431,88,72,3,0.006
1432,88,84,2,0.004
1433,88,86,5,0.01
1434,88,171,2,0.004
1435,89,8,4,0.008
1436,89,9,1,0.002
1437,89,11,89,0.178
1438,89,12,7,0.014
1439,89,14,1,0.002
1440,89,16,5,0.01
1441,89,17,7,0.014
1442,89,18,49769,99.538
1443,89,23,2,0.004
1444,89,24,1,0.002
1445,89,25,13,0.026
1446,89,26,10,0.02
1447,89,27,1,0.002
1448,89,28,3,0.006
1449,89,29,8,0.016
1450,89,31,31,0.062
1451,89,32,4,0.008
1452,89,34,1,0.002
1453,89,37,1,0.002
1454,89,39,3,0.006
1455,89,40,1,0.002
1456,89,41,1,0.002
1457,89,88,28,0.056
1458,89,478,9,0.018
1459,90,33,1,0.002
1460,90,65,39116,78.232
1461,90,66,3881,7.762
1462,90,71,3306,6.612
1463,90,86,3696,7.392
1464,91,127,708,1.416
1465,91,142,2695,5.39
1466,91,433,16523,33.046
1467,91,442,30074,60.148
1468,92,91,19008,38.016
1469,92,103,1309,2.618
1470,92,107,7,0.014
1471,92,111,423,0.846
1472,92,127,84,0.168
1473,92,142,797,1.594
1474,92,229,4758,9.516
1475,92,400,15,0.03
1476,92,418,442,0.884
1477,92,433,3786,7.572
1478,92,438,19,0.038
1479,92,442,40,0.08
1480,92,445,18416,36.832
1481,92,453,896,1.792
1482,93,92,33,0.066
1483,93,96,2066,4.132
1484,93,99,11,0.022
1485,93,100,16,0.032
1486,93,102,28,0.056
1487,93,105,5,0.01
1488,93,109,90,0.18
1489,93,112,2,0.004
1490,93,121,5,0.01
1491,93,122,698,1.396
1492,93,123,8,0.016
1493,93,124,21,0.042
1494,93,125,16,0.032
1495,93,127,10,0.02
1496,93,130,69,0.138
1497,93,132,3,0.006
1498,93,133,23856,47.712
1499,93,134,63,0.126
1500,93,137,208,0.416
1501,93,138,1572,3.144
1502,93,139,334,0.668
1503,93,140,2133,4.266
1504,93,141,1236,2.472
1505,93,142,110,0.22
1506,93,143,343,0.686
1507,93,229,31,0.062
1508,93,290,2,0.004
1509,93,316,7,0.014
1510,93,321,1,0.002
1511,93,419,14,0.028
1512,93,422,2,0.004
1513,93,427,16334,32.668
1514,93,428,578,1.156
1515,93,429,21,0.042
1516,93,430,46,0.092
1517,93,431,20,0.04
1518,93,443,8,0.016
1519,94,92,5,0.01
1520,94,93,2685,5.37
1521,94,95,36170,72.34
1522,94,96,22,0.044
1523,94,98,47,0.094
1524,94,101,2184,4.368
1525,94,117,3,0.006
1526,94,118,2,0.004
1527,94,133,3,0.006
1528,94,135,3297,6.594
1529,94,136,4500,9
1530,94,138,56,0.112
1531,94,139,7,0.014
1532,94,140,5,0.01
1533,94,141,3,0.006
1534,94,142,1,0.002
1535,94,230,1,0.002
1536,94,423,1,0.002
1537,94,427,6,0.012
1538,94,428,3,0.006
1539,94,430,3,0.006
1540,94,431,1,0.002
1541,94,449,995,1.99
1542,96,91,29,0.058
1543,96,92,1304,2.608
1544,96,99,2467,4.934
1545,96,103,31,0.062
1546,96,106,63,0.126
1547,96,111,12,0.024
1548,96,112,163,0.326
1549,96,120,45,0.09
1550,96,123,155,0.31
1551,96,125,58,0.116
1552,96,127,12,0.024
1553,96,132,30,0.06
1554,96,138,30355,60.71
1555,96,139,7622,15.244
1556,96,142,88,0.176
1557,96,229,298,0.596
1558,96,425,6,0.012
1559,96,426,189,0.378
1560,96,429,6579,13.158
1561,96,431,491,0.982
1562,96,433,1,0.002
1563,96,444,2,0.004
1564,95,91,5,0.01
1565,95,92,307,0.614
1566,95,93,28975,57.95
1567,95,96,318,0.636
1568,95,98,2746,5.492
1569,95,99,1,0.002
1570,95,100,3,0.006
1571,95,102,3,0.006
1572,95,104,565,1.13
1573,95,109,1,0.002
1574,95,122,5,0.01
1575,95,125,1,0.002
1576,95,127,2,0.004
1577,95,130,5,0.01
1578,95,132,2,0.004
1579,95,133,85,0.17
1580,95,134,1,0.002
1581,95,137,9,0.018
1582,95,138,691,1.382
1583,95,139,102,0.204
1584,95,140,283,0.566
1585,95,141,127,0.254
1586,95,142,10,0.02
1587,95,143,21,0.042
1588,95,284,93,0.186
1589,95,291,180,0.36
1590,95,418,3,0.006
1591,95,419,70,0.14
1592,95,422,29,0.058
1593,95,423,3925,7.85
1594,95,425,74,0.148
1595,95,426,2,0.004
1596,95,427,4708,9.416
1597,95,428,2544,5.088
1598,95,429,471,0.942
1599,95,430,2482,4.964
1600,95,431,1137,2.274
1601,95,433,3,0.006
1602,95,443,2,0.004
1603,95,444,1,0.002
1604,95,445,1,0.002
1605,95,447,1,0.002
1606,95,452,6,0.012
1607,99,91,14,0.028
1608,99,92,117,0.234
1609,99,103,5075,10.15
1610,99,107,4,0.008
1611,99,111,1255,2.51
1612,99,112,40281,80.562
1613,99,119,28,0.056
1614,99,125,165,0.33
1615,99,127,7,0.014
1616,99,132,14,0.028
1617,99,142,4,0.008
1618,99,229,3031,6.062
1619,99,398,1,0.002
1620,99,399,1,0.002
1621,99,400,3,0.006
1622,100,91,1,0.002
1623,100,96,1541,3.082
1624,100,99,3650,7.3
1625,100,102,33232,66.464
1626,100,103,646,1.292
1627,100,106,96,0.192
1628,100,107,1,0.002
1629,100,108,1923,3.846
1630,100,110,4213,8.426
1631,100,111,315,0.63
1632,100,112,3536,7.072
1633,100,119,1,0.002
1634,100,120,84,0.168
1635,100,123,18,0.036
1636,100,124,626,1.252
1637,100,125,3,0.006
1638,100,127,1,0.002
1639,100,138,14,0.028
1640,100,139,3,0.006
1641,100,142,1,0.002
1642,100,229,95,0.19
1643,102,91,33,0.066
1644,102,92,33,0.066
1645,102,96,15745,31.49
1646,102,99,17344,34.688
1647,102,103,3724,7.448
1648,102,106,6838,13.676
1649,102,107,11,0.022
1650,102,111,744,1.488
1651,102,112,4703,9.406
1652,102,119,1,0.002
1653,102,120,138,0.276
1654,102,123,67,0.134
1655,102,125,7,0.014
1656,102,127,3,0.006
1657,102,138,155,0.31
1658,102,139,60,0.12
1659,102,142,1,0.002
1660,102,229,207,0.414
1661,102,398,1,0.002
1662,102,400,4,0.008
1663,102,426,11,0.022
1664,102,429,165,0.33
1665,102,431,2,0.004
1666,102,444,3,0.006
1667,98,91,1,0.002
1668,98,92,5,0.01
1669,98,93,39876,79.752
1670,98,96,572,1.144
1671,98,99,1871,3.742
1672,98,100,1630,3.26
1673,98,102,1253,2.506
1674,98,103,133,0.266
1675,98,105,129,0.258
1676,98,106,5,0.01
1677,98,108,2,0.004
1678,98,109,544,1.088
1679,98,110,6,0.012
1680,98,111,25,0.05
1681,98,112,216,0.432
1682,98,120,5,0.01
1683,98,121,15,0.03
1684,98,122,453,0.906
1685,98,123,24,0.048
1686,98,124,24,0.048
1687,98,125,8,0.016
1688,98,127,3,0.006
1689,98,133,85,0.17
1690,98,134,10,0.02
1691,98,137,2223,4.446
1692,98,138,16,0.032
1693,98,139,11,0.022
1694,98,140,22,0.044
1695,98,141,23,0.046
1696,98,142,6,0.012
1697,98,143,27,0.054
1698,98,229,493,0.986
1699,98,316,1,0.002
1700,98,317,2,0.004
1701,98,318,27,0.054
1702,98,319,30,0.06
1703,98,321,1,0.002
1704,98,427,196,0.392
1705,98,428,24,0.048
1706,98,429,3,0.006
1707,103,91,17689,35.378
1708,103,116,15,0.03
1709,103,127,23797,47.594
1710,103,142,8310,16.62
1711,103,433,15,0.03
1712,103,442,20,0.04
1713,103,445,154,0.308
1714,97,92,3,0.006
1715,97,93,571,1.142
1716,97,94,25555,51.11
1717,97,95,222,0.444
1718,97,96,126,0.252
1719,97,98,4508,9.016
1720,97,99,32,0.064
1721,97,100,16,0.032
1722,97,101,15190,30.38
1723,97,102,20,0.04
1724,97,103,4,0.008
1725,97,104,157,0.314
1726,97,105,1,0.002
1727,97,109,1,0.002
1728,97,111,1,0.002
1729,97,112,7,0.014
1730,97,117,50,0.1
1731,97,118,53,0.106
1732,97,121,1,0.002
1733,97,122,11,0.022
1734,97,123,1,0.002
1735,97,124,7,0.014
1736,97,125,2,0.004
1737,97,127,3,0.006
1738,97,131,2783,5.566
1739,97,132,1,0.002
1740,97,133,1,0.002
1741,97,134,1,0.002
1742,97,135,157,0.314
1743,97,136,200,0.4
1744,97,137,151,0.302
1745,97,138,17,0.034
1746,97,139,3,0.006
1747,97,140,4,0.008
1748,97,141,1,0.002
1749,97,142,5,0.01
1750,97,143,5,0.01
1751,97,229,50,0.1
1752,97,230,12,0.024
1753,97,420,3,0.006
1754,97,428,1,0.002
1755,97,429,1,0.002
1756,97,446,49,0.098
1757,97,449,5,0.01
1758,97,451,8,0.016
1759,101,93,2,0.004
1760,101,95,14,0.028
1761,101,96,1,0.002
1762,101,98,1572,3.144
1763,101,99,25,0.05
1764,101,100,41,0.082
1765,101,102,33,0.066
1766,101,103,14,0.028
1767,101,104,1636,3.272
1768,101,108,1,0.002
1769,101,109,4,0.008
1770,101,111,2,0.004
1771,101,112,12,0.024
1772,101,117,26776,53.552
1773,101,118,19286,38.572
1774,101,121,1,0.002
1775,101,122,1,0.002
1776,101,123,1,0.002
1777,101,137,3,0.006
1778,101,229,4,0.008
1779,101,230,571,1.142
1780,106,91,1002,2.004
1781,106,92,103,0.206
1782,106,99,22472,44.944
1783,106,103,2689,5.378
1784,106,107,2759,5.518
1785,106,111,1660,3.32
1786,106,112,5636,11.272
1787,106,119,13,0.026
1788,106,123,62,0.124
1789,106,125,4,0.008
1790,106,229,70,0.14
1791,106,398,221,0.442
1792,106,399,359,0.718
1793,106,400,12930,25.86
1794,106,431,16,0.032
1795,106,433,1,0.002
1796,106,442,2,0.004
1797,106,445,1,0.002
1798,105,91,138,0.276
1799,105,92,5,0.01
1800,105,96,40,0.08
1801,105,99,281,0.562
1802,105,100,1816,3.632
1803,105,102,3654,7.308
1804,105,103,159,0.318
1805,105,106,31192,62.384
1806,105,107,106,0.212
1807,105,108,1430,2.86
1808,105,110,2164,4.328
1809,105,111,68,0.136
1810,105,112,51,0.102
1811,105,121,4,0.008
1812,105,124,1,0.002
1813,105,134,1,0.002
1814,105,137,50,0.1
1815,105,140,21,0.042
1816,105,141,16,0.032
1817,105,143,1,0.002
1818,105,229,2,0.004
1819,105,395,701,1.402
1820,105,397,222,0.444
1821,105,398,10,0.02
1822,105,399,9,0.018
1823,105,400,438,0.876
1824,105,401,7339,14.678
1825,105,403,18,0.036
1826,105,426,2,0.004
1827,105,429,1,0.002
1828,105,430,2,0.004
1829,105,444,2,0.004
1830,105,448,56,0.112
1831,104,91,3,0.006
1832,104,93,49,0.098
1833,104,96,1,0.002
1834,104,98,44865,89.73
1835,104,99,46,0.092
1836,104,100,138,0.276
1837,104,102,243,0.486
1838,104,103,61,0.122
1839,104,105,2131,4.262
1840,104,106,123,0.246
1841,104,107,4,0.008
1842,104,108,29,0.058
1843,104,109,2212,4.424
1844,104,110,47,0.094
1845,104,111,21,0.042
1846,104,112,14,0.028
1847,104,122,1,0.002
1848,104,137,3,0.006
1849,104,229,2,0.004
1850,104,402,4,0.008
1851,104,427,2,0.004
1852,104,443,1,0.002
1853,107,91,41,0.082
1854,107,103,4775,9.55
1855,107,116,1,0.002
1856,107,229,81,0.162
1857,107,398,45102,90.204
1858,108,96,1,0.002
1859,108,99,12,0.024
1860,108,100,745,1.49
1861,108,102,409,0.818
1862,108,103,6,0.012
1863,108,106,66,0.132
1864,108,107,87,0.174
1865,108,110,48622,97.244
1866,108,111,30,0.06
1867,108,112,15,0.03
1868,108,119,1,0.002
1869,108,120,1,0.002
1870,108,124,1,0.002
1871,108,400,4,0.008
1872,109,99,7,0.014
1873,109,100,92,0.184
1874,109,102,44,0.088
1875,109,103,22,0.044
1876,109,105,2163,4.326
1877,109,106,34,0.068
1878,109,107,184,0.368
1879,109,108,30472,60.944
1880,109,110,11971,23.942
1881,109,111,81,0.162
1882,109,112,15,0.03
1883,109,120,1,0.002
1884,109,121,1,0.002
1885,109,122,2,0.004
1886,109,133,1,0.002
1887,109,137,2,0.004
1888,109,395,47,0.094
1889,109,397,17,0.034
1890,109,398,1,0.002
1891,109,399,1,0.002
1892,109,400,6,0.012
1893,109,401,123,0.246
1894,109,402,4710,9.42
1895,109,403,3,0.006
1896,110,91,2,0.004
1897,110,96,275,0.55
1898,110,99,1632,3.264
1899,110,102,32251,64.502
1900,110,103,763,1.526
1901,110,106,6531,13.062
1902,110,107,2546,5.092
1903,110,111,3527,7.054
1904,110,112,1886,3.772
1905,110,119,34,0.068
1906,110,120,120,0.24
1907,110,123,13,0.026
1908,110,124,211,0.422
1909,110,138,2,0.004
1910,110,139,2,0.004
1911,110,229,11,0.022
1912,110,398,32,0.064
1913,110,399,52,0.104
1914,110,400,109,0.218
1915,110,429,1,0.002
1916,111,91,5,0.01
1917,111,103,47575,95.15
1918,111,107,477,0.954
1919,111,127,11,0.022
1920,111,142,2,0.004
1921,111,229,1925,3.85
1922,111,398,5,0.01
1923,113,93,3,0.006
1924,113,94,19,0.038
1925,113,95,1,0.002
1926,113,96,4,0.008
1927,113,97,15686,31.372
1928,113,98,557,1.114
1929,113,99,286,0.572
1930,113,100,462,0.924
1931,113,101,22937,45.874
1932,113,102,110,0.22
1933,113,103,170,0.34
1934,113,104,549,1.098
1935,113,105,5,0.01
1936,113,106,2,0.004
1937,113,108,4,0.008
1938,113,109,23,0.046
1939,113,110,13,0.026
1940,113,111,145,0.29
1941,113,112,1504,3.008
1942,113,117,833,1.666
1943,113,118,895,1.79
1944,113,119,4,0.008
1945,113,120,5,0.01
1946,113,121,4,0.008
1947,113,122,7,0.014
1948,113,123,2,0.004
1949,113,124,5,0.01
1950,113,125,1,0.002
1951,113,127,1,0.002
1952,113,131,5,0.01
1953,113,135,5,0.01
1954,113,137,68,0.136
1955,113,144,5092,10.184
1956,113,229,38,0.076
1957,113,230,444,0.888
1958,113,392,107,0.214
1959,113,432,1,0.002
1960,113,441,3,0.006
1961,112,91,5,0.01
1962,112,92,26,0.052
1963,112,103,18273,36.546
1964,112,107,24,0.048
1965,112,111,26492,52.984
1966,112,125,641,1.282
1967,112,127,24,0.048
1968,112,142,4,0.008
1969,112,229,4505,9.01
1970,112,399,1,0.002
1971,112,400,5,0.01
1972,115,96,1,0.002
1973,115,102,2,0.004
1974,115,107,1,0.002
1975,115,110,153,0.306
1976,115,116,49814,99.628
1977,115,119,26,0.052
1978,115,120,1,0.002
1979,115,124,1,0.002
1980,115,276,1,0.002
1981,116,91,551,1.102
1982,116,127,47284,94.568
1983,116,142,2165,4.33
1984,117,118,47838,95.676
1985,117,230,2162,4.324
1986,118,98,1,0.002
1987,118,121,1,0.002
1988,118,230,49998,99.996
1989,230,93,42,0.084
1990,230,95,2065,4.13
1991,230,98,6895,13.79
1992,230,99,93,0.186
1993,230,100,348,0.696
1994,230,102,60,0.12
1995,230,103,106,0.212
1996,230,104,25620,51.24
1997,230,105,31,0.062
1998,230,106,2,0.004
1999,230,107,3,0.006
2000,230,108,292,0.584
2001,230,109,9178,18.356
2002,230,110,398,0.796
2003,230,111,702,1.404
2004,230,112,450,0.9
2005,230,119,1485,2.97
2006,230,120,559,1.118
2007,230,121,1255,2.51
2008,230,122,169,0.338
2009,230,123,20,0.04
2010,230,124,70,0.14
2011,230,125,11,0.022
2012,230,127,3,0.006
2013,230,134,1,0.002
2014,230,137,93,0.186
2015,230,143,4,0.008
2016,230,229,31,0.062
2017,230,316,2,0.004
2018,230,395,2,0.004
2019,230,397,1,0.002
2020,230,399,1,0.002
2021,230,401,3,0.006
2022,230,402,5,0.01
2023,120,99,798,1.596
2024,120,103,14,0.028
2025,120,106,2,0.004
2026,120,111,55,0.11
2027,120,112,1085,2.17
2028,120,119,7020,14.04
2029,120,123,38489,76.978
2030,120,125,2225,4.45
2031,120,127,69,0.138
2032,120,132,21,0.042
2033,120,142,1,0.002
2034,120,229,221,0.442
2035,121,96,11,0.022
2036,121,99,33,0.066
2037,121,100,1192,2.384
2038,121,102,118,0.236
2039,121,103,2,0.004
2040,121,108,46,0.092
2041,121,110,63,0.126
2042,121,111,6,0.012
2043,121,112,66,0.132
2044,121,119,506,1.012
2045,121,120,19807,39.614
2046,121,123,1182,2.364
2047,121,124,18558,37.116
2048,121,125,175,0.35
2049,121,127,6,0.012
2050,121,137,7552,15.104
2051,121,139,1,0.002
2052,121,143,645,1.29
2053,121,229,31,0.062
2054,122,96,3,0.006
2055,122,99,3,0.006
2056,122,100,6,0.012
2057,122,102,3,0.006
2058,122,105,16,0.032
2059,122,112,2,0.004
2060,122,120,69,0.138
2061,122,121,396,0.792
2062,122,123,2070,4.14
2063,122,124,2896,5.792
2064,122,125,188,0.376
2065,122,127,220,0.44
2066,122,130,244,0.488
2067,122,132,1,0.002
2068,122,134,39855,79.71
2069,122,137,297,0.594
2070,122,138,9,0.018
2071,122,139,9,0.018
2072,122,140,1756,3.512
2073,122,141,1583,3.166
2074,122,142,9,0.018
2075,122,143,312,0.624
2076,122,229,20,0.04
2077,122,315,2,0.004
2078,122,320,27,0.054
2079,122,322,2,0.004
2080,122,419,2,0.004
2081,125,92,101,0.202
2082,125,103,126,0.252
2083,125,111,238,0.476
2084,125,127,31692,63.384
2085,125,142,8031,16.062
2086,125,229,9464,18.928
2087,125,309,11,0.022
2088,125,310,29,0.058
2089,125,311,102,0.204
2090,125,336,105,0.21
2091,125,418,44,0.088
2092,125,425,57,0.114
2093,127,142,49853,99.706
2094,127,433,147,0.294
2095,124,96,859,1.718
2096,124,99,153,0.306
2097,124,102,558,1.116
2098,124,103,9,0.018
2099,124,111,4,0.008
2100,124,112,88,0.176
2101,124,119,40,0.08
2102,124,120,12597,25.194
2103,124,123,30545,61.09
2104,124,125,2503,5.006
2105,124,127,1296,2.592
2106,124,132,102,0.204
2107,124,138,267,0.534
2108,124,139,676,1.352
2109,124,142,32,0.064
2110,124,229,269,0.538
2111,124,429,2,0.004
2112,128,93,1,0.002
2113,128,94,3,0.006
2114,128,97,175,0.35
2115,128,98,1,0.002
2116,128,101,1,0.002
2117,128,113,45595,91.19
2118,128,122,2,0.004
2119,128,123,1,0.002
2120,128,124,1,0.002
2121,128,125,1,0.002
2122,128,129,4,0.008
2123,128,131,21,0.042
2124,128,135,6,0.012
2125,128,136,6,0.012
2126,128,143,4,0.008
2127,128,144,4085,8.17
2128,128,229,1,0.002
2129,128,421,92,0.184
2130,123,92,8,0.016
2131,123,99,5667,11.334
2132,123,103,31,0.062
2133,123,111,68,0.136
2134,123,112,4291,8.582
2135,123,119,1690,3.38
2136,123,125,22057,44.114
2137,123,127,9476,18.952
2138,123,132,2619,5.238
2139,123,142,256,0.512
2140,123,229,3829,7.658
2141,123,425,1,0.002
2142,123,431,7,0.014
2143,129,93,1,0.002
2144,129,94,19,0.038
2145,129,97,3145,6.29
2146,129,127,1,0.002
2147,129,130,11,0.022
2148,129,131,40599,81.198
2149,129,132,5,0.01
2150,129,133,81,0.162
2151,129,134,2,0.004
2152,129,135,551,1.102
2153,129,136,592,1.184
2154,129,139,2,0.004
2155,129,140,5,0.01
2156,129,141,8,0.016
2157,129,208,9,0.018
2158,129,284,3,0.006
2159,129,285,665,1.33
2160,129,287,1,0.002
2161,129,288,2,0.004
2162,129,290,2,0.004
2163,129,291,78,0.156
2164,129,292,2,0.004
2165,129,294,101,0.202
2166,129,295,38,0.076
2167,129,317,18,0.036
2168,129,318,31,0.062
2169,129,319,32,0.064
2170,129,320,3,0.006
2171,129,321,7,0.014
2172,129,322,4,0.008
2173,129,334,68,0.136
2174,129,418,1,0.002
2175,129,420,49,0.098
2176,129,861,3864,7.728
2177,132,92,61,0.122
2178,132,103,3,0.006
2179,132,111,1,0.002
2180,132,112,125,0.25
2181,132,119,7,0.014
2182,132,125,32710,65.42
