"layer","cellID","District","DistrictID","Village","VillageID"
1,1242,"Ngorongoro",1,"Ngaresero",10
1,1243,"Ngorongoro",1,"Ngaresero",10
1,1244,"Ngorongoro",1,"Ngaresero",10
1,1245,"Ngorongoro",1,"Ngaresero",10
1,1246,"Ngorongoro",1,"Ngaresero",10
1,1247,"Ngorongoro",1,"Ngaresero",10
1,1248,"Ngorongoro",1,"Ngaresero",10
1,1249,"Ngorongoro",1,"Ngaresero",10
1,1250,"Ngorongoro",1,"Ngaresero",10
1,1251,"Ngorongoro",1,"Ngaresero",10
1,1252,"Ngorongoro",1,"Ngaresero",10
1,1253,"Ngorongoro",1,"Ngaresero",10
1,1254,"Ngorongoro",1,"Ngaresero",10
1,1255,"Ngorongoro",1,"Arash",29
1,1256,"Ngorongoro",1,"Arash",29
1,1257,"Ngorongoro",1,"Arash",29
1,1258,"Ngorongoro",1,"Arash",29
1,1259,"Ngorongoro",1,"Arash",29
1,1260,"Ngorongoro",1,"Arash",29
1,1261,"Ngorongoro",1,"Arash",29
1,1262,"Ngorongoro",1,"Arash",29
1,1263,"Ngorongoro",1,"Arash",29
1,1264,"Ngorongoro",1,"Arash",29
1,1265,"Ngorongoro",1,"Arash",29
1,1266,"Ngorongoro",1,"Arash",29
1,1267,"Ngorongoro",1,"Arash",29
1,1268,"Ngorongoro",1,"Arash",29
1,1269,"Ngorongoro",1,"Arash",29
1,1270,"Ngorongoro",1,"Arash",29
1,1271,"Ngorongoro",1,"Arash",29
1,1272,"Ngorongoro",1,"Arash",29
1,1273,"Ngorongoro",1,"Arash",29
1,1274,"Ngorongoro",1,"Arash",29
1,1275,"Ngorongoro",1,"Arash",29
1,1276,"Ngorongoro",1,"Arash",29
1,1277,"Ngorongoro",1,"Arash",29
1,1278,"Ngorongoro",1,"Malambo",12
1,1279,"Ngorongoro",1,"Malambo",12
1,1280,"Ngorongoro",1,"Malambo",12
1,1281,"Ngorongoro",1,"Malambo",12
1,1282,"Ngorongoro",1,"Malambo",12
1,1283,"Ngorongoro",1,"Malambo",12
1,1284,"Ngorongoro",1,"Malambo",12
1,1285,"Ngorongoro",1,"Malambo",12
1,1286,"Ngorongoro",1,"Malambo",12
1,1287,"Ngorongoro",1,"Malambo",12
