"ID","biter_ID","ID_species","Biter_species","ID_Time_diff","Biter_Time_diff","ID_lat","ID_long","Biter_lat","Biter_long","Year","ID_accuracy","Biter_accuracy","Serial_Int","Bite_dist","Species_trans"
821,159,1,1,2235,1580,NA,NA,NA,NA,2015,7,7,655,3533.83351566067,"DD"
815,821,1,1,2237,2235,NA,NA,NA,NA,2017,28,7,2,5271.80185353907,"DD"
824,823,1,1,2246,2239,NA,NA,NA,NA,2017,7,7,7,159.675007678414,"DD"
827,803,1,1,2950,2903,NA,NA,NA,NA,2018,7,7,47,11601.3164753005,"DD"
833,802,1,2,2615,2615,NA,NA,NA,NA,2018,7,7,0,12170.5236541148,"WD"
828,827,1,1,2957,2950,NA,NA,NA,NA,2019,0,7,7,98.7200296133489,"DD"
829,828,1,1,2959,2957,NA,NA,NA,NA,2019,0,0,2,0,"DD"
830,828,1,1,2958,2957,NA,NA,NA,NA,2019,0,0,1,0,"DD"
831,828,1,1,2958,2957,NA,NA,NA,NA,2019,0,0,1,0,"DD"
832,828,1,1,2959,2957,NA,NA,NA,NA,2019,0,0,2,0,"DD"
841,804,2,1,2820,2675,NA,NA,NA,NA,2018,7,7,145,15974.9464943094,"DW"
847,848,2,2,2738,2465,NA,NA,NA,NA,2017,7,28,273,766.997464890317,"WW"
845,817,2,1,2265,2260,NA,NA,NA,NA,2017,28,7,5,12210.8200300983,"DW"
844,846,2,2,2805,2767,NA,NA,NA,NA,2018,7,7,38,10304.0481769113,"WW"
849,847,2,2,2757,2738,NA,NA,NA,NA,2018,7,7,19,13631.0843559483,"WW"
848,845,2,2,2465,2265,NA,NA,NA,NA,2017,28,28,200,9843.70496719953,"WW"
842,843,2,1,2677,2343,NA,NA,NA,NA,2017,28,28,334,1039.97264884908,"DW"
846,847,2,2,2767,2738,NA,NA,NA,NA,2018,7,7,29,435.392842592838,"WW"
843,90,1,1,2343,384,NA,NA,NA,NA,2012,28,7,1959,470.199149191449,"DD"
904,842,2,2,2743,2677,NA,NA,NA,NA,2018,7,28,66,519.238108091425,"WW"
855,856,1,1,2708,2618,NA,NA,NA,NA,2018,28,7,90,242.928941529314,"DD"
856,854,1,1,2618,2573,NA,NA,NA,NA,2018,7,7,45,22076.2244042953,"DD"
854,315,1,1,2573,283,NA,NA,NA,NA,2011,7,7,2290,1298.4839649763,"DD"
857,848,1,2,2675,2465,NA,NA,NA,NA,2017,7,28,210,28203.4119678147,"WD"
861,285,2,2,1339,1261,NA,NA,NA,NA,2014,7,14,78,369.056787711077,"WW"
873,128,2,2,2257,1859,NA,NA,NA,NA,2016,7,7,398,11417.7076639246,"WW"
864,855,1,1,2769,2708,NA,NA,NA,NA,2018,7,28,61,21468.8751515748,"DD"
863,253,2,2,2801,1988,NA,NA,NA,NA,2016,7,7,813,9628.5365945967,"WW"
879,864,1,1,2804,2769,NA,NA,NA,NA,2018,0,7,35,4346.23926070848,"DD"
891,896,1,1,2957,2923,NA,NA,NA,NA,2019,7,14,34,14377.9551226683,"DD"
896,895,1,1,2923,2885,NA,NA,NA,NA,2018,14,7,38,4752.63298497969,"DD"
892,900,1,1,2875,2618,NA,NA,NA,NA,2018,7,28,257,3810.2490360821,"DD"
894,893,1,1,2912,2343,NA,NA,NA,NA,2017,7,28,569,8997.45018481468,"DD"
893,543,1,1,2343,2334,NA,NA,NA,NA,2017,28,7,9,33598.7249139024,"DD"
890,897,1,1,2907,2883,NA,NA,NA,NA,2018,7,7,24,19125.7223299034,"DD"
897,903,1,1,2883,2816,NA,NA,NA,NA,2018,7,7,67,10642.8775336661,"DD"
895,897,1,1,2885,2883,NA,NA,NA,NA,2018,7,7,2,4779.38320630006,"DD"
898,897,1,1,2958,2883,NA,NA,NA,NA,2018,7,7,75,8867.26651771426,"DD"
899,892,1,1,2922,2875,NA,NA,NA,NA,2018,7,7,47,1883.47836533703,"DD"
903,902,1,1,2816,2791,NA,NA,NA,NA,2018,7,7,25,105.480071484329,"DD"
905,432,1,2,2545,1564,NA,NA,NA,NA,2015,7,7,981,2281.25478791854,"WD"
900,541,1,1,2618,1955,NA,NA,NA,NA,2016,28,7,663,6213.51488796726,"DD"
901,440,1,2,2830,2237,NA,NA,NA,NA,2017,28,14,593,28725.8328448314,"WD"
902,900,1,1,2791,2618,NA,NA,NA,NA,2018,7,28,173,9985.17298700602,"DD"
909,910,2,1,3105,3033,NA,NA,NA,NA,2019,7,7,72,5387.83837251865,"DW"
908,488,1,1,3101,2005,NA,NA,NA,NA,2016,7,28,1096,17537.839539116,"DD"
910,832,1,1,3033,2959,NA,NA,NA,NA,2019,7,0,74,195.349099398615,"DD"
907,906,1,1,2936,2936,NA,NA,NA,NA,2019,14,28,0,7401.96160573258,"DD"
911,927,1,1,3111,3033,NA,NA,NA,NA,2019,7,7,78,15702.6169435216,"DD"
918,903,1,1,3088,2816,NA,NA,NA,NA,2018,7,7,272,916.623271948489,"DD"
919,921,1,1,3023,3012,NA,NA,NA,NA,2019,7,7,11,5035.19150319041,"DD"
922,898,1,1,3006,2958,NA,NA,NA,NA,2019,7,7,48,2909.00953971847,"DD"
925,898,1,1,3005,2958,NA,NA,NA,NA,2019,7,7,47,5024.76167143129,"DD"
921,922,1,1,3012,3006,NA,NA,NA,NA,2019,7,7,6,9170.78460326162,"DD"
928,891,1,1,2993,2957,NA,NA,NA,NA,2019,7,7,36,24434.4230748768,"DD"
926,922,1,1,3074,3006,NA,NA,NA,NA,2019,7,7,68,8083.3650390157,"DD"
924,890,1,1,2995,2907,NA,NA,NA,NA,2018,7,7,88,3583.8441214802,"DD"
912,927,1,1,3122,3033,NA,NA,NA,NA,2019,0,7,89,672.473840335641,"DD"
920,894,1,1,3022,2912,NA,NA,NA,NA,2018,7,7,110,14300.2670821751,"DD"
914,920,1,1,3076,3022,NA,NA,NA,NA,2019,7,7,54,1066.09802362917,"DD"
915,914,1,1,3118,3076,NA,NA,NA,NA,2019,7,7,42,0,"DD"
927,928,1,1,3033,2993,NA,NA,NA,NA,2019,7,7,40,1698.92803599314,"DD"
906,907,1,1,2936,2936,NA,NA,NA,NA,2019,28,14,0,7401.9616057324,"DD"
